k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.49015836611304797,0.4905361053845063,False,False
3,0.5503768942914077,0.5291948992351261,False,False
4,0.6339056606662788,0.6339056606662788,False,False
5,0.6533957625137083,0.6138927747048709,False,False
6,0.6695089458277155,0.6399588396739235,False,False
7,0.6644363805662911,0.6483041109303588,False,False
8,0.6711673003270376,0.6596027630458279,False,True
9,0.6837496563424775,0.5532744350253332,True,False
10,0.634825516081558,0.5693261171995362,False,False
