k,Cost,k_selected_by_max_chord
1,308.39570717155914,False
2,237.3996742744144,False
3,179.2793986917755,False
4,134.3998879596673,True
5,113.56687685914652,False
6,100.76132931625878,False
7,91.74528308457519,False
8,83.6499326907904,False
9,78.53239102565132,False
10,71.75229564259502,False
