k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.5819467140594807,0.5819467140594807,False,False
3,0.6115761808031877,0.624205016587684,False,False
4,0.6745029994103946,0.6860932973475752,False,False
5,0.7005206610551227,0.6823619166316076,False,False
6,0.7136256304688813,0.6995615108934611,False,True
7,0.714035290056529,0.45710233612810014,False,False
8,0.7131098183444492,0.4778632946730705,False,False
9,0.7157028522354699,0.4892256022811112,True,False
10,0.6091285689557907,0.4168490391497723,False,False
