Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,42,0.25942873680420747,0.32787465424380363,0.6413602204296648
Mode 3,1.0312,-0.2558,5,0.08534730792017374,0.08375289416799164,0.09600463339908773
Mode 4,1.1211,-0.3373,8,0.17271232505372477,0.1594607984867829,0.19517783208981998
