k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.6897624283167969,0.6897624283167969,False,False
3,0.7390141393478005,0.7390141393478005,False,False
4,0.7675539019795217,0.7675539019795217,True,True
5,0.7469865659277228,0.575828012852161,False,False
6,0.6312593450976346,0.5911655666839222,False,False
7,0.6691171906260802,0.6438772753359777,False,False
8,0.6845603803962951,0.6824800707449047,False,False
9,0.7013100314282011,0.6408529789302808,False,False
10,0.6592282251390829,0.5617514504169475,False,False
