k,Cost,k_selected_by_max_chord
1,115.71213459912096,False
2,79.51425006982767,False
3,58.98331011735266,False
4,43.78451519842051,True
5,38.435691656764334,False
6,34.10077732189511,False
7,30.893143104012793,False
8,27.914991573907674,False
9,25.615634633645403,False
10,23.672245747447423,False
