k,WCSS,k_selected_by_max_chord
1,562.0,False
2,334.9064464840364,False
3,198.05528763552704,False
4,129.65189791274716,True
5,83.42492688648989,False
6,63.87471805377754,False
7,48.5754721897296,False
8,37.16559020934491,False
9,32.12132964835616,False
10,27.71555189044247,False
