k,WCSS,k_selected_by_max_chord
1,133.99999999999997,False
2,66.67413899722705,False
3,33.63385892084843,True
4,22.512016273434167,False
5,16.072431703115296,False
6,12.194237345155369,False
7,9.721578200668084,False
8,7.511869328614431,False
9,6.223753710194563,False
10,5.407998819925318,False
