k,WCSS,k_selected_by_max_chord
1,218.00000000000003,False
2,95.20284644001275,False
3,39.34153778302066,True
4,25.070479927203728,False
5,17.307734650948596,False
6,13.567877511172593,False
7,9.745444179810493,False
8,6.2555105224547525,False
9,4.996417064353573,False
10,3.8793827982779394,False
