k,WCSS,k_selected_by_max_chord
1,223.99999999999997,False
2,95.2965318979573,False
3,41.598980154603176,True
4,20.293629168628968,False
5,15.829093572882655,False
6,12.34486431317437,False
7,9.020298888474132,False
8,6.64576849745263,False
9,4.831958263336028,False
10,3.3947496864894227,False
