Gen,Signal,Method,R2,RMSE,Poles
g1,Voltage,Order 2,0.9060732396016602,1.834536572303655e-05,1
g1,Voltage,Order 4,0.9767729946360275,9.122803329972591e-06,2
g1,Voltage,Order 6,0.8624288118676757,2.2202171158125205e-05,2
g1,Voltage,Tau 1,0.9509100605128875,1.3262577987167179e-05,1
g1,Voltage,Tau 0.1,0.8624288118676757,2.2202171158125205e-05,2
g1,Voltage,Tau 0.01,0.8624288118676757,2.2202171158125205e-05,2
g1,Current,Order 2,0.7490679119259902,6.992080745944106e-05,1
g1,Current,Order 4,0.8721523619153848,4.990851975716218e-05,2
g1,Current,Order 6,0.9980054215367437,6.233814824457419e-06,3
g1,Current,Tau 1,0.8860665097799774,4.711444022638866e-05,3
g1,Current,Tau 0.1,0.9980054215367437,6.233814824457419e-06,3
g1,Current,Tau 0.01,0.9992970314058892,3.7008058008086095e-06,4
g1,Active Power,Order 2,0.765285203580698,0.7261394542490696,1
g1,Active Power,Order 4,0.8640361602557867,0.5526644260221449,2
g1,Active Power,Order 6,0.9994495697357275,0.035164217094630926,3
g1,Active Power,Tau 1,0.9369835867241244,0.3762501143662595,3
g1,Active Power,Tau 0.1,0.9994495697357275,0.035164217094630926,3
g1,Active Power,Tau 0.01,-8.238321080633087,4.555607784388298,4
g1,Reactive Power,Order 2,0.0,0.13964261048796242,2
g1,Reactive Power,Order 4,0.8100002828930746,0.060868757418794744,2
g1,Reactive Power,Order 6,0.9693261352050636,0.024456945086203538,3
g1,Reactive Power,Tau 1,0.9693261352050636,0.024456945086203538,3
g1,Reactive Power,Tau 0.1,0.9579851494020922,0.02862327813884868,4
g1,Reactive Power,Tau 0.01,0.9984817278409098,0.005441175991457595,7
g2,Voltage,Order 2,0.6161132645278142,1.805069737567091e-05,1
g2,Voltage,Order 4,0.781251253462166,1.3625900671199166e-05,2
g2,Voltage,Order 6,0.59075433933258,1.8637363416664676e-05,3
g2,Voltage,Tau 1,0.59075433933258,1.8637363416664676e-05,3
g2,Voltage,Tau 0.1,0.9802836770624889,4.090773120485406e-06,4
g2,Voltage,Tau 0.01,0.9977447667951543,1.3835286623616278e-06,7
g2,Current,Order 2,0.7875534645890586,0.00010674789194764027,1
g2,Current,Order 4,0.8420387762353839,9.204701847498102e-05,2
g2,Current,Order 6,-1.7769773144395526,0.0003859407592039715,4
g2,Current,Tau 1,0.7875534645890586,0.00010674789194764027,1
g2,Current,Tau 0.1,0.9986698702285194,8.446591439404262e-06,4
g2,Current,Tau 0.01,0.9986698702285194,8.446591439404262e-06,4
g2,Active Power,Order 2,0.795742072488192,0.05890076219919398,1
g2,Active Power,Order 4,0.8002635644177163,0.05824519477642119,2
g2,Active Power,Order 6,0.5599527628653987,0.0864532060800015,3
g2,Active Power,Tau 1,0.795742072488192,0.05890076219919398,1
g2,Active Power,Tau 0.1,0.7823491698750513,0.06080112543615084,2
g2,Active Power,Tau 0.01,-16.1573986318851,0.5398301977976595,4
g2,Reactive Power,Order 2,0.9038935673106817,0.03341087711661361,1
g2,Reactive Power,Order 4,0.9682970467011653,0.019189405000210824,2
g2,Reactive Power,Order 6,0.9979885120026131,0.004833596251988646,3
g2,Reactive Power,Tau 1,0.9682970467011653,0.019189405000210824,2
g2,Reactive Power,Tau 0.1,0.9979885120026131,0.004833596251988646,3
g2,Reactive Power,Tau 0.01,0.1057809412421662,0.10191394413268864,2
g3,Voltage,Order 2,0.746763352177717,1.5065809907502157e-05,1
g3,Voltage,Order 4,0.480770324856053,2.1572921250911524e-05,2
g3,Voltage,Order 6,0.9801013539957427,4.223193382159614e-06,3
g3,Voltage,Tau 1,0.746763352177717,1.5065809907502157e-05,1
g3,Voltage,Tau 0.1,0.21264461981272675,2.6565292686885783e-05,4
g3,Voltage,Tau 0.01,0.10009519129724331,2.8400598463472517e-05,4
