k,Cost,k_selected_by_max_chord
1,60.95080668753033,False
2,47.39511584552259,False
3,38.18000301089782,False
4,29.7769617597412,False
5,22.326605816927678,True
6,16.563600202634476,False
7,13.066730604572626,False
8,10.95463237096264,False
9,9.526823884419787,False
10,8.115967653439021,False
