k,Cost,k_selected_by_max_chord
1,285.7869536046228,False
2,222.46733504299186,False
3,167.07455695985422,False
4,133.19788430682115,False
5,107.26337286748185,True
6,94.47747912402195,False
7,83.90403866449864,False
8,73.31460028886664,False
9,65.45030830853972,False
10,60.65242011349174,False
