Gen,Signal,Method,R2,RMSE,Poles
g2,Voltage,Order 2,0.2606758955487978,1.3212281745629741e-05,1
g2,Voltage,Order 4,0.3019636051459986,1.2838060758248997e-05,2
g2,Voltage,Order 6,0.9762018792048832,2.370455056643033e-06,3
g2,Voltage,Tau 1,0.9762018792048832,2.370455056643033e-06,3
g2,Voltage,Tau 0.1,0.9762018792048832,2.370455056643033e-06,3
g2,Voltage,Tau 0.01,0.9762018792048832,2.370455056643033e-06,3
g2,Current,Order 2,0.8707478528576632,5.9276820218091424e-05,1
g2,Current,Order 4,0.4816858995140636,0.00011870322751410657,2
g2,Current,Order 6,0.8714876193637341,5.910694322968745e-05,3
g2,Current,Tau 1,-0.06486101345745343,0.00017014237042165987,1
g2,Current,Tau 0.1,-10.065560762525084,0.0005484698125293862,3
g2,Current,Tau 0.01,-106.51542439284766,0.001709627135335331,6
g2,Reactive Power,Order 2,0.945755757058898,0.018573439841941715,1
g2,Reactive Power,Order 4,0.3854438315126958,0.06251673786830696,1
g2,Reactive Power,Order 6,0.9982915480881575,0.003296225363811869,3
g2,Reactive Power,Tau 1,-34.89520528297397,0.47778634986554336,1
g2,Reactive Power,Tau 0.1,0.9982915480881575,0.003296225363811869,3
g2,Reactive Power,Tau 0.01,-68.70211166928581,0.6657918660050038,4
g3,Voltage,Order 2,0.9207488874751255,4.039970067765892e-06,1
g3,Voltage,Order 4,0.9513708793924347,3.164635325741881e-06,2
g3,Voltage,Order 6,0.9864660407875825,1.6695056582923128e-06,3
g3,Voltage,Tau 1,0.9207488874751255,4.039970067765892e-06,1
g3,Voltage,Tau 0.1,0.9972664109188477,7.503123228359781e-07,5
g3,Voltage,Tau 0.01,0.9972664109188477,7.503123228359781e-07,5
g3,Current,Order 2,0.7967804488033503,6.751605347279441e-05,1
g3,Current,Order 4,0.8218474559479013,6.321502569302266e-05,2
g3,Current,Order 6,0.9046974781658971,4.62356003276951e-05,2
g3,Current,Tau 1,-5.814181247185274,0.00039095893683257544,2
g3,Current,Tau 0.1,-5.814181247185274,0.00039095893683257544,2
g3,Current,Tau 0.01,0.998580631311842,5.642504507213295e-06,5
g3,Reactive Power,Order 2,0.8516245578509354,0.014140320528948312,1
g3,Reactive Power,Order 4,0.26076062212030193,0.03156245580965878,2
g3,Reactive Power,Order 6,0.962667858976144,0.007092832269753155,3
g3,Reactive Power,Tau 1,-22.128166103760567,0.17654232420493388,3
g3,Reactive Power,Tau 0.1,0.962667858976144,0.007092832269753155,3
g3,Reactive Power,Tau 0.01,0.9984525630514299,0.001444058283750092,5
g5,Voltage,Order 2,0.8190044664130083,6.443014001976586e-06,1
g5,Voltage,Order 4,-4.685012998565607,3.6109450304317315e-05,2
g5,Voltage,Order 6,0.9901998047099853,1.499244661910862e-06,3
g5,Voltage,Tau 1,0.8190044664130083,6.443014001976586e-06,1
g5,Voltage,Tau 0.1,0.9901998047099853,1.499244661910862e-06,3
g5,Voltage,Tau 0.01,0.9951000452922997,1.0601106048856544e-06,6
g5,Current,Order 2,0.710677889026065,7.484302045122886e-05,1
g5,Current,Order 4,0.9394604767919164,3.423576145013055e-05,2
g5,Current,Order 6,0.9082578755772436,4.214488661873178e-05,2
g5,Current,Tau 1,-0.6445764751537364,0.00017843807536374094,2
g5,Current,Tau 0.1,0.9435816845630415,3.3049930519792826e-05,4
g5,Current,Tau 0.01,0.9995085652358373,3.0845614822121164e-06,4
g5,Reactive Power,Order 2,-183.18159164000724,0.3580550364163818,1
g5,Reactive Power,Order 4,0.9496758012880735,0.005918547130654606,2
g5,Reactive Power,Order 6,0.9727112621870014,0.004358312836943568,3
g5,Reactive Power,Tau 1,-183.18159164000724,0.3580550364163818,1
g5,Reactive Power,Tau 0.1,0.9975652592482792,0.0013018262922450442,4
g5,Reactive Power,Tau 0.01,0.9975652592482792,0.0013018262922450442,4
g6,Voltage,Order 2,-1.6583260084265912,4.267393179439676e-05,1
g6,Voltage,Order 4,-0.012909778925892068,2.634170735150238e-05,1
g6,Voltage,Order 6,0.9819222333266152,3.5190944807833947e-06,3
g6,Voltage,Tau 1,0.9819222333266152,3.5190944807833947e-06,3
g6,Voltage,Tau 0.1,-1.9137829184203339,4.4677322192078436e-05,3
g6,Voltage,Tau 0.01,0.9958665598299276,1.6827297248642062e-06,4
g6,Current,Order 2,0.8141091713219155,7.158175713200907e-05,1
g6,Current,Order 4,0.9330322322564685,4.296415597231935e-05,2
g6,Current,Order 6,0.9170545858724025,4.781559486076915e-05,4
g6,Current,Tau 1,-32.02445655465003,0.0009540941060881959,2
g6,Current,Tau 0.1,0.9981091866658588,7.219343418152537e-06,4
g6,Current,Tau 0.01,0.9981091866658588,7.219343418152537e-06,4
g6,Reactive Power,Order 2,0.932622696315463,0.03556503727615796,1
g6,Reactive Power,Order 4,0.9768787499547189,0.020833973612657184,2
g6,Reactive Power,Order 6,0.998350968182599,0.005563921220466463,3
g6,Reactive Power,Tau 1,0.9768787499547189,0.020833973612657184,2
g6,Reactive Power,Tau 0.1,-4.986891495680619,0.3352487352870382,3
g6,Reactive Power,Tau 0.01,-4.986891495680619,0.3352487352870382,3
g7,Voltage,Order 2,0.3029492990867545,1.4487599858969023e-05,1
g7,Voltage,Order 4,0.9146090619017299,5.070726080486095e-06,2
g7,Voltage,Order 6,0.9924874881340375,1.5040311943204696e-06,3
g7,Voltage,Tau 1,0.3029492990867545,1.4487599858969023e-05,1
g7,Voltage,Tau 0.1,0.9823141482811569,2.3076888308074493e-06,4
g7,Voltage,Tau 0.01,0.7296978182717601,9.02171355542655e-06,7
g7,Current,Order 4,0.9403416891254032,3.526070277258074e-05,2
g7,Current,Order 6,0.9159107571768795,4.18625528074409e-05,4
g7,Current,Tau 1,0.8999112275466608,4.5671804275357106e-05,2
g7,Current,Tau 0.1,0.8999112275466608,4.5671804275357106e-05,2
g7,Current,Tau 0.01,-48.15296123804767,0.001012116094573449,4
g7,Reactive Power,Order 2,0.625379932754403,0.01910805505540846,1
g7,Reactive Power,Order 4,0.9012458593223909,0.00981066897596267,2
g7,Reactive Power,Order 6,-3.7166585094933993,0.06780132517410552,3
g7,Reactive Power,Tau 1,-3.7166585094933993,0.06780132517410552,3
g7,Reactive Power,Tau 0.1,-3.7166585094933993,0.06780132517410552,3
g7,Reactive Power,Tau 0.01,0.15932277768873737,0.028624348152250952,5
