k,Cost,k_selected_by_max_chord
1,114.26390717555643,False
2,76.15091024414718,False
3,53.56319267180966,False
4,42.39791540425847,True
5,33.361547949235614,False
6,28.15610710187889,False
7,25.22479126399455,False
8,22.43213598078521,False
9,20.312771009334945,False
10,18.27432440683737,False
