Gen,Signal,Method,R2,RMSE,Poles
g2,Voltage,Order 2,0.8951747339871374,2.55479579093823e-06,1
g2,Voltage,Order 4,0.896530530879744,2.538220315456186e-06,2
g2,Voltage,Order 6,0.9783164857345201,1.1619516056473654e-06,3
g2,Voltage,Tau 1,0.8951747339871374,2.55479579093823e-06,1
g2,Voltage,Tau 0.1,0.8951747339871374,2.55479579093823e-06,1
g2,Voltage,Tau 0.01,0.9035068465877716,2.45115883887603e-06,7
g2,Current,Order 2,0.8655392151980006,3.3440771882856106e-05,1
g2,Current,Order 4,0.4207820128646017,6.940639578662776e-05,2
g2,Current,Order 6,0.6796418467389155,5.161742829650603e-05,3
g2,Current,Tau 1,-1.5788613853403417,0.0001464510440361652,1
g2,Current,Tau 0.1,-1.3855670649225806,0.00014085565502346223,2
g2,Current,Tau 0.01,-91.79573976319952,0.0008785014680476707,4
g2,Reactive Power,Order 2,0.9040364074127324,0.011789111467923278,1
g2,Reactive Power,Order 4,-8.15065537679471,0.11512083334511732,2
g2,Reactive Power,Order 6,-0.2319788292981384,0.04224053861648444,3
g2,Reactive Power,Tau 1,-0.5826196864241584,0.04787580691028584,2
g2,Reactive Power,Tau 0.1,-0.5826196864241584,0.04787580691028584,2
g2,Reactive Power,Tau 0.01,-0.5826196864241584,0.04787580691028584,2
g3,Voltage,Order 2,0.8108095144507679,3.6787986399819705e-06,1
g3,Voltage,Order 4,0.747737857317624,4.2479794924912244e-06,2
g3,Voltage,Order 6,0.9614580272446898,1.6604405903453238e-06,3
g3,Voltage,Tau 1,0.8108095144507679,3.6787986399819705e-06,1
g3,Voltage,Tau 0.1,0.9882755423530489,9.158044562066385e-07,4
g3,Voltage,Tau 0.01,0.9936704431822941,6.728883708518979e-07,5
g3,Current,Order 2,0.8325455423203,3.4543722214948576e-05,1
g3,Current,Order 4,0.8895472370222641,2.8054922167894424e-05,2
g3,Current,Order 6,0.7716655825887513,4.033726659334272e-05,3
g3,Current,Tau 1,-52.299783486136334,0.0006162876977580536,3
g3,Current,Tau 0.1,-52.299783486136334,0.0006162876977580536,3
g3,Current,Tau 0.01,-52.299783486136334,0.0006162876977580536,3
g3,Reactive Power,Order 2,0.8968376080064382,0.007244644248143617,1
