Gen,Signal,Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
g1,Active Power,Mode 1,0.6062,-0.08,6,0.257386017511535,0.3231247303696187,0.649843470511233
g1,Current,Mode 1,0.6062,-0.08,5,0.26030020804766046,0.25915890066861447,0.2707935966445812
g1,Current,Mode 3,1.0312,-0.2558,1,0.08902013225954737,0.08902013225954737,0.08902013225954737
g1,Reactive Power,Mode 1,0.6062,-0.08,9,0.28417771859817015,0.44612909307409215,1.0271776806318382
g1,Reactive Power,Mode 3,1.0312,-0.2558,1,0.0909748576573692,0.0909748576573692,0.0909748576573692
g1,Reactive Power,Mode 4,1.1211,-0.3373,1,0.814693902668806,0.814693902668806,0.814693902668806
g1,Voltage,Mode 1,0.6062,-0.08,3,0.26940822908477,0.26940822908477,0.26940822908477
g10,Active Power,Mode 1,0.6062,-0.08,2,0.2364377322372046,0.2364377322372046,0.2414371380846035
g10,Active Power,Mode 4,1.1211,-0.3373,4,0.19611680249048696,0.2200736663228122,0.4439486178243947
g10,Current,Mode 1,0.6062,-0.08,4,0.23155941508460254,0.23563936778939104,0.25834512129629406
g10,Current,Mode 4,1.1211,-0.3373,2,0.08904738823423403,0.08904738823423403,0.08904738823423403
g10,Reactive Power,Mode 1,0.6062,-0.08,6,0.3799201555904643,0.37353012676798825,0.4988500737104259
g10,Reactive Power,Mode 4,1.1211,-0.3373,2,0.26368906989835206,0.26368906989835206,0.26368906989835206
g10,Voltage,Mode 1,0.6062,-0.08,12,0.46900275443851003,0.4156765962848244,0.6568019441795119
g10,Voltage,Mode 4,1.1211,-0.3373,2,0.17671848468437146,0.17671848468437146,0.1809964813182037
g2,Active Power,Mode 1,0.6062,-0.08,3,0.2654105036281396,0.29804941871151863,0.3688182302724858
g2,Active Power,Mode 4,1.1211,-0.3373,1,0.17576940903163674,0.17576940903163674,0.17576940903163674
g2,Current,Mode 1,0.6062,-0.08,4,0.26438895480543045,0.2667486446670346,0.2760766340362866
g2,Current,Mode 4,1.1211,-0.3373,2,0.1833891018275684,0.1833891018275684,0.1833891018275684
g2,Reactive Power,Mode 1,0.6062,-0.08,3,0.30617758944385076,0.30549529415685805,0.30617758944385076
g2,Voltage,Mode 1,0.6062,-0.08,10,0.3329150198408018,0.3341311376706665,0.6575269965395655
g2,Voltage,Mode 3,1.0312,-0.2558,2,0.08763492460847971,0.08763492460847971,0.10080562501288481
g3,Active Power,Mode 1,0.6062,-0.08,3,0.27776328780213627,0.2829429561536038,0.3208605184627432
g3,Active Power,Mode 4,1.1211,-0.3373,1,0.19299884145730062,0.19299884145730062,0.19299884145730062
g3,Current,Mode 1,0.6062,-0.08,5,0.262208163011738,0.2637963457980359,0.27157248202142314
g3,Current,Mode 4,1.1211,-0.3373,2,0.19221147819433682,0.19221147819433682,0.19221147819433682
g3,Reactive Power,Mode 1,0.6062,-0.08,6,0.2796914477478844,0.31390095475236696,0.6522598673219784
g3,Reactive Power,Mode 3,1.0312,-0.2558,1,0.1110103493768078,0.1110103493768078,0.1110103493768078
g3,Voltage,Mode 1,0.6062,-0.08,9,0.24341061402947894,0.3785246008410149,0.811848047078808
g3,Voltage,Mode 4,1.1211,-0.3373,1,0.254660348092464,0.254660348092464,0.254660348092464
g4,Active Power,Mode 1,0.6062,-0.08,4,0.2695848234704543,0.26617181118291366,0.300589036810234
g4,Active Power,Mode 4,1.1211,-0.3373,2,0.31484248836109563,0.31484248836109563,0.31864067314496675
g4,Active Power,Mode 7,1.4953,-0.7033,1,0.6166715151683392,0.6166715151683392,0.6166715151683392
g4,Current,Mode 1,0.6062,-0.08,5,0.2561755820035027,0.25989979505085403,0.273350654808168
