k,Cost,k_selected_by_max_chord
1,123.80439603742498,False
2,90.2370541923124,False
3,62.08663538787873,True
4,52.79784264822854,False
5,46.087022751849915,False
6,40.65707132344161,False
7,35.94464592879531,False
8,32.50572436180247,False
9,28.549858437844264,False
10,25.53046451296512,False
