k,Cost,k_selected_by_max_chord
1,253.74803564782778,False
2,196.69156279199086,False
3,143.7214369674731,False
4,112.46623023972269,True
5,97.50623380390869,False
6,87.83525574058052,False
7,79.59445183736669,False
8,71.16892376355494,False
9,64.42453734822959,False
10,60.83364477898594,False
