k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.49675282337370774,0.49675282337370774,False,False
3,0.5547901443778364,0.5551782087816591,False,False
4,0.5948542850442265,0.5978117945250437,True,True
5,0.5861435983915401,0.4502838067352747,False,False
6,0.5913135351310416,0.4847697304778776,False,False
7,0.5036843365893625,0.5118513021217963,False,False
8,0.4972393931355027,0.5259774706411033,False,False
9,0.5359755420344035,0.5294709547187576,False,False
10,0.5404387316224778,0.5191786687153253,False,False
