k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.4935049208966546,0.5081745452986877,False,False
3,0.5543715939037233,0.5539431857504798,False,False
4,0.6056749925664959,0.6090202365158789,False,True
5,0.6235671463202114,0.5520253257071982,True,False
6,0.595494397539028,0.5542075258295915,False,False
7,0.5954803155170774,0.5836321432693622,False,False
8,0.5743186456360653,0.52106259451858,False,False
9,0.5795914535449858,0.48330872468608294,False,False
10,0.5348852131840117,0.47455934590509935,False,False
