Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,84,0.27972155382955344,0.3618372693709433,0.8414387027154161
Mode 2,0.9497,-0.1065,1,0.18941726334992304,0.18941726334992304,0.18941726334992304
Mode 3,1.0312,-0.2558,9,0.18406815919283526,0.21451142173509974,0.32688872473042574
Mode 4,1.1211,-0.3373,19,0.1720812922505596,0.16238912985600615,0.34687028740612286
Mode 7,1.4953,-0.7033,1,0.2686532834385394,0.2686532834385394,0.2686532834385394
