k,WCSS,k_selected_by_max_chord
1,249.99999999999997,False
2,152.56398221700226,False
3,77.60950868666356,False
4,44.5610759304719,True
5,31.4059911775368,False
6,20.10568190789355,False
7,13.409342306034116,False
8,11.197949658292409,False
9,9.361381777835433,False
10,7.723847507088941,False
