"b:tnow in s","s:ut in p.u.","s:cur1 in p.u.","s:Q1 in Mvar","s:P1 in MW"
0.000000,1.009837,0.812445,234.999932,699.999933
0.010000,1.017928,0.748477,217.645068,650.248530
0.020000,1.017870,0.749477,217.910219,651.084870
0.030000,1.017753,0.750407,218.140508,651.822942
0.040000,1.017594,0.751302,218.361652,652.500221
0.050000,1.017405,0.752188,218.591500,653.143217
0.060000,1.017193,0.753080,218.842334,653.770395
0.070000,1.016966,0.753993,219.122504,654.394311
0.080000,1.016724,0.754933,219.437586,655.023181
0.090000,1.016472,0.755905,219.791209,655.662020
0.100000,1.016209,0.756913,220.185636,656.313494
0.110000,1.007397,0.823712,238.963836,707.561682
0.120000,1.007149,0.823844,239.164448,707.426100
0.130000,1.006950,0.824098,239.463167,707.412210
0.140000,1.006782,0.824433,239.826630,707.477622
0.150000,1.006634,0.824817,240.231291,707.591316
0.160000,1.006498,0.825226,240.660526,707.730592
0.170000,1.006369,0.825644,241.102594,707.878823
0.180000,1.006243,0.826058,241.549168,708.023891
0.190000,1.006119,0.826458,241.994324,708.157029
0.200000,1.005995,0.826836,242.433837,708.271914
0.210000,1.005871,0.827189,242.864673,708.364055
0.220000,1.005747,0.827511,243.284627,708.430332
0.230000,1.005621,0.827801,243.692079,708.468666
0.240000,1.005495,0.828056,244.085819,708.477771
0.250000,1.005369,0.828274,244.464925,708.456969
0.260000,1.005243,0.828456,244.828678,708.406058
0.270000,1.005118,0.828601,245.176508,708.325210
0.280000,1.004994,0.828708,245.507948,708.214896
0.290000,1.004870,0.828778,245.822614,708.075829
0.300000,1.004749,0.828812,246.120180,707.908920
0.310000,1.004629,0.828810,246.400371,707.715245
0.320000,1.004512,0.828774,246.662951,707.496015
0.330000,1.004397,0.828703,246.907720,707.252557
0.340000,1.004285,0.828600,247.134511,706.986293
0.350000,1.004177,0.828466,247.343183,706.698726
0.360000,1.004071,0.828301,247.533626,706.391433
0.370000,1.003970,0.828108,247.705753,706.066047
0.380000,1.003873,0.827888,247.859507,705.724243
0.390000,1.003779,0.827642,247.994855,705.367738
0.400000,1.003691,0.827373,248.111793,704.998271
0.410000,1.003607,0.827081,248.210339,704.617600
0.420000,1.003527,0.826768,248.290538,704.227496
0.430000,1.003453,0.826437,248.352461,703.829729
0.440000,1.003384,0.826088,248.396202,703.426063
0.450000,1.003320,0.825724,248.421880,703.018251
0.460000,1.003262,0.825346,248.429637,702.608024
0.470000,1.003210,0.824957,248.419640,702.197086
0.480000,1.003164,0.824557,248.392078,701.787110
0.490000,1.003123,0.824148,248.347161,701.379725
0.500000,1.003089,0.823732,248.285121,700.976518
0.510000,1.003060,0.823311,248.206214,700.579021
0.520000,1.003039,0.822886,248.110712,700.188713
0.530000,1.003023,0.822459,247.998910,699.807007
0.540000,1.003014,0.822031,247.871121,699.435251
0.550000,1.003012,0.821603,247.727675,699.074725
0.560000,1.003016,0.821178,247.568921,698.726628
0.570000,1.003027,0.820755,247.395225,698.392087
0.580000,1.003045,0.820337,247.206968,698.072141
0.590000,1.003069,0.819924,247.004546,697.767749
0.600000,1.003101,0.819518,246.788370,697.479780
0.610000,1.003139,0.819119,246.558862,697.209014
0.620000,1.003184,0.818729,246.316460,696.956143
0.630000,1.003236,0.818347,246.061612,696.721762
0.640000,1.003295,0.817976,245.794775,696.506377
0.650000,1.003361,0.817615,245.516417,696.310398
0.660000,1.003433,0.817266,245.227016,696.134143
0.670000,1.003513,0.816928,244.927056,695.977835
0.680000,1.003599,0.816601,244.617029,695.841605
0.690000,1.003691,0.816287,244.297432,695.725494
0.700000,1.003790,0.815986,243.968769,695.629450
0.710000,1.003896,0.815697,243.631546,695.553336
0.720000,1.004008,0.815421,243.286273,695.496925
0.730000,1.004127,0.815157,242.933465,695.459911
0.740000,1.004251,0.814906,242.573634,695.441904
0.750000,1.004382,0.814667,242.207296,695.442436
0.760000,1.004519,0.814440,241.834966,695.460967
0.770000,1.004661,0.814225,241.457159,695.496886
0.780000,1.004809,0.814021,241.074385,695.549513
0.790000,1.004963,0.813829,240.687155,695.618108
0.800000,1.005122,0.813646,240.295977,695.701874
0.810000,1.005286,0.813474,239.901352,695.799956
0.820000,1.005455,0.813310,239.503779,695.911455
0.830000,1.005628,0.813156,239.103751,696.035426
0.840000,1.005806,0.813009,238.701756,696.170886
0.850000,1.005989,0.812870,238.298276,696.316817
0.860000,1.006176,0.812737,237.893783,696.472175
0.870000,1.006366,0.812609,237.488745,696.635890
0.880000,1.006561,0.812487,237.083621,696.806876
0.890000,1.006758,0.812369,236.678861,696.984033
0.900000,1.006959,0.812254,236.274906,697.166255
0.910000,1.007163,0.812141,235.872190,697.352432
0.920000,1.007370,0.812031,235.471138,697.541454
0.930000,1.007579,0.811921,235.072163,697.732223
0.940000,1.007790,0.811811,234.675668,697.923657
0.950000,1.008003,0.811701,234.282045,698.114690
0.960000,1.008218,0.811589,233.891677,698.304279
0.970000,1.008435,0.811476,233.504936,698.491408
0.980000,1.008652,0.811359,233.122187,698.675095
0.990000,1.008870,0.811239,232.743783,698.854389
1.000000,1.009089,0.811115,232.370067,699.028384
1.010000,1.009308,0.810986,232.001375,699.196214
1.020000,1.009527,0.810853,231.638031,699.357061
1.030000,1.009746,0.810713,231.280351,699.510157
1.040000,1.009965,0.810567,230.928642,699.654784
1.050000,1.010183,0.810415,230.583203,699.790278
1.060000,1.010399,0.810256,230.244320,699.916036
1.070000,1.010615,0.810090,229.912272,700.031520
1.080000,1.010828,0.809917,229.587325,700.136255
1.090000,1.011040,0.809736,229.269740,700.229833
1.100000,1.011250,0.809548,228.959770,700.311909
1.110000,1.011457,0.809353,228.657657,700.382203
1.120000,1.011662,0.809149,228.363639,700.440502
1.130000,1.011864,0.808939,228.077944,700.486661
1.140000,1.012063,0.808721,227.800793,700.520601
1.150000,1.012258,0.808497,227.532397,700.542310
1.160000,1.012450,0.808266,227.272963,700.551840
1.170000,1.012638,0.808028,227.022690,700.549309
1.180000,1.012822,0.807785,226.781767,700.534898
1.190000,1.013002,0.807536,226.550386,700.508839
1.200000,1.013177,0.807283,226.328723,700.471430
1.210000,1.013347,0.807025,226.116945,700.423034
1.220000,1.013513,0.806764,225.915211,700.364072
1.230000,1.013674,0.806500,225.723677,700.295013
1.240000,1.013829,0.806233,225.542492,700.216377
1.250000,1.013979,0.805965,225.371799,700.128727
1.260000,1.014124,0.805696,225.211733,700.032674
1.270000,1.014262,0.805428,225.062423,699.928863
1.280000,1.014395,0.805160,224.923995,699.817978
1.290000,1.014522,0.804895,224.796563,699.700735
1.300000,1.014643,0.804632,224.680237,699.577877
1.310000,1.014757,0.804373,224.575119,699.450170
1.320000,1.014865,0.804118,224.481305,699.318404
1.330000,1.014967,0.803869,224.398881,699.183382
1.340000,1.015062,0.803627,224.327928,699.045919
1.350000,1.015150,0.803392,224.268516,698.906841
1.360000,1.015232,0.803166,224.220710,698.766974
1.370000,1.015307,0.802949,224.184564,698.627145
1.380000,1.015375,0.802742,224.160126,698.488179
1.390000,1.015436,0.802547,224.147432,698.350890
1.400000,1.015490,0.802363,224.146511,698.216079
1.410000,1.015537,0.802192,224.157383,698.084535
1.420000,1.015577,0.802035,224.180056,697.957022
1.430000,1.015611,0.801893,224.214532,697.834286
1.440000,1.015637,0.801766,224.260798,697.717043
1.450000,1.015656,0.801654,224.318833,697.605979
1.460000,1.015668,0.801560,224.388606,697.501749
1.470000,1.015673,0.801482,224.470074,697.404971
1.480000,1.015672,0.801422,224.563181,697.316225
1.490000,1.015663,0.801381,224.667861,697.236050
1.500000,1.015647,0.801358,224.784037,697.164940
1.510000,1.015625,0.801354,224.911619,697.103348
1.520000,1.015596,0.801370,225.050503,697.051677
1.530000,1.015560,0.801406,225.200574,697.010283
1.540000,1.015518,0.801461,225.361704,696.979473
1.550000,1.015469,0.801537,225.533753,696.959501
1.560000,1.015413,0.801633,225.716565,696.950573
1.570000,1.015352,0.801749,225.909974,696.952842
1.580000,1.015284,0.801886,226.113799,696.966410
1.590000,1.015210,0.802043,226.327845,696.991325
1.600000,1.015130,0.802219,226.551904,697.027586
1.610000,1.015044,0.802416,226.785755,697.075139
1.620000,1.014952,0.802632,227.029164,697.133881
1.630000,1.014855,0.802867,227.281881,697.203661
1.640000,1.014752,0.803121,227.543645,697.284276
1.650000,1.014644,0.803394,227.814181,697.375481
1.660000,1.014531,0.803684,228.093200,697.476982
1.670000,1.014413,0.803992,228.380402,697.588444
1.680000,1.014289,0.804316,228.675472,697.709492
1.690000,1.014161,0.804656,228.978085,697.839707
1.700000,1.014029,0.805012,229.287900,697.978640
1.710000,1.013892,0.805382,229.604569,698.125801
1.720000,1.013751,0.805766,229.927728,698.280672
1.730000,1.013606,0.806163,230.257005,698.442706
1.740000,1.013457,0.806572,230.592017,698.611327
1.750000,1.013304,0.806993,230.932369,698.785937
1.760000,1.013148,0.807423,231.277658,698.965917
1.770000,1.012989,0.807863,231.627472,699.150630
1.780000,1.012826,0.808312,231.981388,699.339424
1.790000,1.012661,0.808767,232.338978,699.531635
1.800000,1.012493,0.809230,232.699806,699.726591
1.810000,1.012322,0.809697,233.063427,699.923611
1.820000,1.012149,0.810169,233.429394,700.122015
1.830000,1.011974,0.810645,233.797250,700.321121
1.840000,1.011797,0.811122,234.166538,700.520249
1.850000,1.011618,0.811601,234.536794,700.718724
1.860000,1.011438,0.812081,234.907553,700.915882
1.870000,1.011257,0.812559,235.278345,701.111068
1.880000,1.011074,0.813036,235.648703,701.303640
1.890000,1.010890,0.813511,236.018155,701.492971
1.900000,1.010706,0.813981,236.386236,701.678446
1.910000,1.010522,0.814447,236.752477,701.859473
1.920000,1.010337,0.814908,237.116407,702.035490
1.930000,1.010152,0.815362,237.477559,702.205960
1.940000,1.009967,0.815809,237.835470,702.370369
1.950000,1.009782,0.816247,238.189683,702.528234
1.960000,1.009598,0.816677,238.539744,702.679096
1.970000,1.009415,0.817097,238.885207,702.822532
1.980000,1.009233,0.817507,239.225633,702.958145
1.990000,1.009051,0.817905,239.560591,703.085576
2.000000,1.008872,0.818292,239.889657,703.204495
2.010000,1.008693,0.818666,240.212416,703.314608
2.020000,1.008517,0.819027,240.528463,703.415657
2.030000,1.008342,0.819375,240.837401,703.507419
2.040000,1.008170,0.819709,241.138847,703.589700
2.050000,1.008000,0.820028,241.432431,703.662337
2.060000,1.007832,0.820332,241.717790,703.725208
2.070000,1.007667,0.820621,241.994567,703.778238
2.080000,1.007505,0.820894,242.262423,703.821389
2.090000,1.007346,0.821151,242.521031,703.854655
2.100000,1.007190,0.821392,242.770078,703.878062
