"b:tnow in s","s:ut in p.u.","s:cur1 in p.u.","s:Q1 in Mvar","s:P1 in MW"
0.420000,1.028962,0.779736,176.453972,700.195858
0.430000,1.028947,0.779204,176.365112,699.699041
0.440000,1.028933,0.778696,176.275237,699.226279
0.450000,1.028919,0.778214,176.184745,698.779166
0.460000,1.028907,0.777760,176.094033,698.359238
0.470000,1.028896,0.777335,176.003502,697.967958
0.480000,1.028885,0.776941,175.913549,697.606718
0.490000,1.028876,0.776579,175.824567,697.276829
0.500000,1.028867,0.776251,175.736945,696.979518
0.510000,1.028859,0.775959,175.651064,696.715922
0.520000,1.028852,0.775702,175.567298,696.487085
0.530000,1.028845,0.775484,175.486009,696.293952
0.540000,1.028839,0.775303,175.407548,696.137368
0.550000,1.028834,0.775163,175.332254,696.018074
0.560000,1.028829,0.775062,175.260450,695.936703
0.570000,1.028825,0.775002,175.192447,695.893782
0.580000,1.028821,0.774984,175.128535,695.889724
0.590000,1.028819,0.775007,175.068989,695.924832
0.600000,1.028816,0.775072,175.014064,695.999295
0.610000,1.028814,0.775180,174.963998,696.113190
0.620000,1.028813,0.775330,174.919004,696.266481
0.630000,1.028812,0.775522,174.879279,696.459019
0.640000,1.028811,0.775755,174.844994,696.690544
0.650000,1.028812,0.776031,174.816300,696.960684
0.660000,1.028812,0.776347,174.793324,697.268962
0.670000,1.028813,0.776704,174.776172,697.614791
0.680000,1.028815,0.777101,174.764923,697.997484
0.690000,1.028817,0.777536,174.759637,698.416251
0.700000,1.028820,0.778010,174.760346,698.870205
0.710000,1.028824,0.778521,174.767061,699.358367
0.720000,1.028827,0.779067,174.779768,699.879668
0.730000,1.028832,0.779649,174.798433,700.432951
0.740000,1.028837,0.780263,174.822994,701.016982
0.750000,1.028843,0.780910,174.853371,701.630450
0.760000,1.028849,0.781586,174.889459,702.271971
0.770000,1.028856,0.782292,174.931132,702.940098
0.780000,1.028864,0.783025,174.978246,703.633324
0.790000,1.028873,0.783783,175.030633,704.350086
0.800000,1.028882,0.784565,175.088107,705.088772
0.810000,1.028892,0.785369,175.150466,705.847728
0.820000,1.028903,0.786194,175.217487,706.625263
0.830000,1.028914,0.787036,175.288933,707.419655
0.840000,1.028927,0.787895,175.364552,708.229156
0.850000,1.028940,0.788767,175.444076,709.051998
0.860000,1.028954,0.789653,175.527227,709.886403
0.870000,1.028970,0.790548,175.613713,710.730581
0.880000,1.028986,0.791453,175.703232,711.582745
0.890000,1.029003,0.792363,175.795475,712.441110
0.900000,1.029021,0.793278,175.890124,713.303899
0.910000,1.029040,0.794196,175.986844,714.169346
0.920000,1.029060,0.795114,176.085274,715.035693
0.930000,1.029082,0.796031,176.185075,715.901224
0.940000,1.029104,0.796944,176.285934,716.764271
0.950000,1.029127,0.797853,176.387528,717.623189
0.960000,1.029152,0.798755,176.489526,718.476371
0.970000,1.029177,0.799648,176.591600,719.322252
0.980000,1.029204,0.800531,176.693427,720.159313
0.990000,1.029232,0.801402,176.794686,720.986089
1.000000,1.029261,0.802260,176.895063,721.801167
1.010000,1.029291,0.803103,176.994253,722.603194
1.020000,1.029322,0.803930,177.091957,723.390876
1.030000,1.029354,0.804738,177.187890,724.162982
1.040000,1.029388,0.805528,177.281787,724.918336
1.050000,1.029423,0.806298,177.373398,725.655826
1.060000,1.029458,0.807046,177.462479,726.374411
1.070000,1.029495,0.807772,177.548791,727.073129
1.080000,1.029533,0.808475,177.632096,727.751101
1.090000,1.029572,0.809153,177.712176,728.407521
1.100000,1.029611,0.809806,177.788835,729.041652
1.110000,1.029652,0.810433,177.861892,729.652831
1.120000,1.029694,0.811034,177.931186,730.240466
1.130000,1.029736,0.811608,177.996572,730.804038
1.140000,1.029780,0.812155,178.057923,731.343098
1.150000,1.029824,0.812674,178.115128,731.857271
1.160000,1.029869,0.813164,178.168097,732.346248
1.170000,1.029915,0.813627,178.216755,732.809791
1.180000,1.029961,0.814060,178.261028,733.247717
1.190000,1.030007,0.814466,178.300794,733.659870
1.200000,1.030055,0.814842,178.335994,734.046192
1.210000,1.030102,0.815191,178.366674,734.406738
1.220000,1.030150,0.815511,178.392884,734.741608
1.230000,1.030198,0.815802,178.414666,735.050937
1.240000,1.030246,0.816066,178.432071,735.334911
1.250000,1.030294,0.816303,178.445164,735.593766
1.260000,1.030342,0.816512,178.454023,735.827786
1.270000,1.030390,0.816695,178.458739,736.037296
1.280000,1.030438,0.816851,178.459416,736.222664
1.290000,1.030486,0.816982,178.456169,736.384295
1.300000,1.030534,0.817087,178.449124,736.522628
1.310000,1.030581,0.817168,178.438418,736.638135
1.320000,1.030628,0.817225,178.424197,736.731312
1.330000,1.030674,0.817259,178.406616,736.802683
1.340000,1.030719,0.817270,178.385838,736.852791
1.350000,1.030764,0.817259,178.362034,736.882199
1.360000,1.030808,0.817228,178.335380,736.891481
1.370000,1.030851,0.817175,178.306058,736.881226
1.380000,1.030893,0.817103,178.274254,736.852029
1.390000,1.030934,0.817012,178.240158,736.804491
1.400000,1.030974,0.816903,178.203963,736.739213
1.410000,1.031012,0.816777,178.165861,736.656798
1.420000,1.031050,0.816633,178.126050,736.557845
1.430000,1.031086,0.816474,178.084722,736.442945
1.440000,1.031120,0.816299,178.042074,736.312682
1.450000,1.031153,0.816110,177.998297,736.167628
1.460000,1.031185,0.815907,177.953582,736.008344
1.470000,1.031215,0.815690,177.908114,735.835374
1.480000,1.031244,0.815461,177.862078,735.649246
1.490000,1.031270,0.815220,177.815652,735.450469
1.500000,1.031295,0.814968,177.769008,735.239533
1.510000,1.031318,0.814704,177.722314,735.016907
1.520000,1.031340,0.814431,177.675730,734.783037
1.530000,1.031359,0.814147,177.629409,734.538347
1.540000,1.031377,0.813855,177.583498,734.283238
1.550000,1.031393,0.813553,177.538133,734.018086
1.560000,1.031407,0.813243,177.493444,733.743244
1.570000,1.031419,0.812925,177.449552,733.459040
1.580000,1.031429,0.812599,177.406568,733.165781
1.590000,1.031437,0.812266,177.364592,732.863746
1.600000,1.031443,0.811926,177.323719,732.553196
1.610000,1.031447,0.811579,177.284028,732.234367
1.620000,1.031449,0.811225,177.245594,731.907473
1.630000,1.031449,0.810865,177.208477,731.572712
1.640000,1.031447,0.810499,177.172731,731.230260
1.650000,1.031443,0.810127,177.138396,730.880275
1.660000,1.031438,0.809749,177.105505,730.522902
1.670000,1.031430,0.809365,177.074079,730.158269
1.680000,1.031421,0.808975,177.044132,729.786493
1.690000,1.031410,0.808580,177.015665,729.407680
1.700000,1.031397,0.808180,176.988673,729.021927
1.710000,1.031382,0.807774,176.963139,728.629322
1.720000,1.031365,0.807363,176.939040,728.229952
1.730000,1.031347,0.806946,176.916342,727.823899
1.740000,1.031327,0.806524,176.895006,727.411243
1.750000,1.031306,0.806097,176.874984,726.992067
1.760000,1.031283,0.805665,176.856220,726.566457
1.770000,1.031258,0.805227,176.838653,726.134503
1.780000,1.031232,0.804785,176.822217,725.696304
1.790000,1.031205,0.804337,176.806838,725.251968
1.800000,1.031176,0.803884,176.792439,724.801614
1.810000,1.031146,0.803426,176.778938,724.345372
1.820000,1.031115,0.802964,176.766250,723.883389
1.830000,1.031083,0.802497,176.754286,723.415829
1.840000,1.031049,0.802025,176.742956,722.942870
1.850000,1.031015,0.801548,176.732166,722.464715
1.860000,1.030979,0.801067,176.721824,721.981582
1.870000,1.030943,0.800582,176.711833,721.493714
1.880000,1.030906,0.800093,176.702101,721.001376
1.890000,1.030868,0.799600,176.692510,720.504843
1.900000,1.030829,0.799104,176.682911,720.004396
1.910000,1.030790,0.798604,176.673182,719.500361
1.920000,1.030750,0.798102,176.663260,718.993124
1.930000,1.030709,0.797597,176.653093,718.483095
1.940000,1.030668,0.797090,176.642610,717.970693
1.950000,1.030626,0.796581,176.631739,717.456362
1.960000,1.030584,0.796070,176.620410,716.940569
1.970000,1.030542,0.795559,176.608560,716.423807
1.980000,1.030499,0.795047,176.596127,715.906592
1.990000,1.030457,0.794535,176.583055,715.389467
2.000000,1.030414,0.794024,176.569296,714.872994
2.010000,1.030371,0.793514,176.554805,714.357760
2.020000,1.030328,0.793006,176.539544,713.844372
2.030000,1.030285,0.792500,176.523481,713.333457
2.040000,1.030242,0.791997,176.506606,712.825649
2.050000,1.030200,0.791497,176.488939,712.321577
2.060000,1.030157,0.791002,176.470480,711.821897
2.070000,1.030115,0.790511,176.451206,711.327309
2.080000,1.030073,0.790027,176.431096,710.838534
2.090000,1.030031,0.789548,176.410152,710.356296
2.100000,1.029990,0.789077,176.388386,709.881325
2.110000,1.029949,0.788614,176.365817,709.414355
2.120000,1.029909,0.788159,176.342474,708.956126
2.130000,1.029869,0.787713,176.318390,708.507377
2.140000,1.029830,0.787277,176.293607,708.068849
2.150000,1.029791,0.786853,176.268173,707.641277
2.160000,1.029753,0.786440,176.242142,707.225394
2.170000,1.029715,0.786039,176.215573,706.821926
2.180000,1.029679,0.785651,176.188531,706.431587
2.190000,1.029643,0.785277,176.161088,706.055082
2.200000,1.029607,0.784918,176.133317,705.693102
2.210000,1.029573,0.784574,176.105298,705.346321
2.220000,1.029539,0.784246,176.077115,705.015397
2.230000,1.029506,0.783934,176.048855,704.700967
2.240000,1.029474,0.783640,176.020605,704.403643
2.250000,1.029443,0.783363,175.992449,704.124010
2.260000,1.029413,0.783105,175.964473,703.862629
2.270000,1.029384,0.782866,175.936771,703.620036
2.280000,1.029356,0.782646,175.909448,703.396743
2.290000,1.029328,0.782447,175.882611,703.193230
2.300000,1.029302,0.782268,175.856364,703.009941
2.310000,1.029277,0.782110,175.830808,702.847284
2.320000,1.029253,0.781974,175.806045,702.705631
2.330000,1.029229,0.781859,175.782174,702.585319
2.340000,1.029207,0.781767,175.759293,702.486645
2.350000,1.029186,0.781697,175.737499,702.409865
2.360000,1.029166,0.781649,175.716885,702.355199
2.370000,1.029147,0.781625,175.697543,702.322823
2.380000,1.029129,0.781623,175.679561,702.312872
2.390000,1.029113,0.781644,175.663024,702.325438
2.400000,1.029097,0.781689,175.648013,702.360574
2.410000,1.029083,0.781757,175.634604,702.418286
2.420000,1.029070,0.781848,175.622870,702.498540
2.430000,1.029058,0.781962,175.612880,702.601258
2.440000,1.029047,0.782099,175.604695,702.726319
2.450000,1.029037,0.782259,175.598373,702.873560
2.460000,1.029029,0.782442,175.593966,703.042776
2.470000,1.029021,0.782647,175.591520,703.233721
2.480000,1.029015,0.782874,175.591076,703.446106
2.490000,1.029010,0.783123,175.592669,703.679604
2.500000,1.029006,0.783393,175.596325,703.933848
2.510000,1.029003,0.783684,175.602068,704.208432
2.520000,1.029002,0.783996,175.609912,704.502914
2.530000,1.029001,0.784328,175.619866,704.816813
2.540000,1.029002,0.784679,175.631934,705.149617
2.550000,1.029004,0.785050,175.646109,705.500777
2.560000,1.029007,0.785438,175.662383,705.869715
2.570000,1.029011,0.785844,175.680737,706.255820
2.580000,1.029016,0.786267,175.701149,706.658454
2.590000,1.029023,0.786707,175.723588,707.076950
2.600000,1.029030,0.787162,175.748018,707.510616
2.610000,1.029039,0.787632,175.774397,707.958737
2.620000,1.029048,0.788116,175.802677,708.420575
2.630000,1.029059,0.788613,175.832805,708.895372
2.640000,1.029071,0.789123,175.864720,709.382352
2.650000,1.029084,0.789644,175.898358,709.880723
2.660000,1.029098,0.790176,175.933649,710.389678
2.670000,1.029113,0.790717,175.970517,710.908396
2.680000,1.029128,0.791268,176.008877,711.436045
2.690000,1.029145,0.791827,176.048634,711.971780
2.700000,1.029163,0.792393,176.089694,712.514753
2.710000,1.029182,0.792965,176.131965,713.064116
2.720000,1.029201,0.793543,176.175361,713.619022
2.730000,1.029222,0.794125,176.219788,714.178619
2.740000,1.029243,0.794711,176.265149,714.742055
2.750000,1.029266,0.795300,176.311341,715.308481
2.760000,1.029289,0.795890,176.358262,715.877052
2.770000,1.029312,0.796481,176.405806,716.446928
2.780000,1.029337,0.797072,176.453866,717.017278
2.790000,1.029362,0.797662,176.502335,717.587281
2.800000,1.029389,0.798251,176.551104,718.156126
2.810000,1.029415,0.798837,176.600066,718.723014
2.820000,1.029443,0.799420,176.649113,719.287159
2.830000,1.029471,0.799998,176.698137,719.847794
2.840000,1.029500,0.800571,176.747032,720.404166
2.850000,1.029529,0.801139,176.795690,720.955540
2.860000,1.029559,0.801700,176.844013,721.501197
2.870000,1.029590,0.802254,176.891912,722.040428
2.880000,1.029621,0.802799,176.939303,722.572542
2.890000,1.029652,0.803337,176.986094,723.096872
2.900000,1.029684,0.803864,177.032187,723.612788
2.910000,1.029716,0.804382,177.077476,724.119688
2.920000,1.029749,0.804889,177.121864,724.616996
2.930000,1.029782,0.805385,177.165264,725.104157
2.940000,1.029815,0.805869,177.207592,725.580639
2.950000,1.029849,0.806341,177.248769,726.045935
2.960000,1.029883,0.806800,177.288719,726.499565
2.970000,1.029917,0.807246,177.327373,726.941072
2.980000,1.029951,0.807679,177.364665,727.370027
2.990000,1.029985,0.808097,177.400533,727.786024
3.000000,1.030020,0.808501,177.434921,728.188684
3.010000,1.030054,0.808890,177.467779,728.577655
3.020000,1.030089,0.809263,177.499058,728.952609
3.030000,1.030123,0.809622,177.528717,729.313243
3.040000,1.030158,0.809964,177.556719,729.659281
3.050000,1.030192,0.810291,177.583031,729.990470
3.060000,1.030226,0.810602,177.607605,730.306570
3.070000,1.030260,0.810896,177.630379,730.607353
3.080000,1.030294,0.811174,177.651318,730.892634
3.090000,1.030328,0.811435,177.670420,731.162266
3.100000,1.030361,0.811679,177.687705,731.416133
3.110000,1.030394,0.811907,177.703184,731.654127
3.120000,1.030426,0.812117,177.716864,731.876159
3.130000,1.030458,0.812311,177.728755,732.082157
3.140000,1.030490,0.812488,177.738873,732.272071
3.150000,1.030521,0.812647,177.747232,732.445867
3.160000,1.030551,0.812790,177.753855,732.603533
3.170000,1.030582,0.812916,177.758764,732.745070
3.180000,1.030611,0.813025,177.761987,732.870499
3.190000,1.030640,0.813117,177.763554,732.979856
3.200000,1.030668,0.813192,177.763498,733.073193
3.210000,1.030696,0.813251,177.761856,733.150575
3.220000,1.030723,0.813294,177.758666,733.212084
3.230000,1.030749,0.813320,177.753970,733.257811
3.240000,1.030774,0.813330,177.747811,733.287864
3.250000,1.030798,0.813324,177.740236,733.302361
3.260000,1.030822,0.813302,177.731292,733.301431
3.270000,1.030845,0.813264,177.721031,733.285213
3.280000,1.030867,0.813211,177.709499,733.253861
3.290000,1.030888,0.813143,177.696753,733.207532
3.300000,1.030908,0.813060,177.682844,733.146397
3.310000,1.030927,0.812961,177.667827,733.070632
3.320000,1.030945,0.812848,177.651757,732.980423
3.330000,1.030962,0.812721,177.634690,732.875965
3.340000,1.030978,0.812580,177.616681,732.757457
3.350000,1.030993,0.812425,177.597785,732.625108
3.360000,1.031007,0.812256,177.578059,732.479133
3.370000,1.031020,0.812074,177.557557,732.319753
3.380000,1.031031,0.811879,177.536335,732.147194
3.390000,1.031042,0.811670,177.514445,731.961689
3.400000,1.031051,0.811450,177.491942,731.763479
3.410000,1.031059,0.811217,177.468878,731.552808
3.420000,1.031066,0.810972,177.445303,731.329926
3.430000,1.031072,0.810715,177.421268,731.095089
3.440000,1.031077,0.810447,177.396820,730.848559
3.450000,1.031080,0.810168,177.372007,730.590602
3.460000,1.031083,0.809878,177.346873,730.321491
3.470000,1.031084,0.809577,177.321463,730.041504
3.480000,1.031084,0.809267,177.295818,729.750926
3.490000,1.031082,0.808946,177.269977,729.450044
3.500000,1.031080,0.808616,177.243980,729.139156
3.510000,1.031076,0.808276,177.217861,728.818562
3.520000,1.031071,0.807928,177.191656,728.488570
3.530000,1.031065,0.807571,177.165395,728.149493
3.540000,1.031058,0.807206,177.139110,727.801651
3.550000,1.031049,0.806833,177.112827,727.445371
3.560000,1.031040,0.806452,177.086574,727.080987
3.570000,1.031029,0.806064,177.060373,726.708838
3.580000,1.031017,0.805669,177.034247,726.329271
3.590000,1.031004,0.805268,177.008217,725.942640
3.600000,1.030990,0.804860,176.982299,725.549307
3.610000,1.030975,0.804447,176.956511,725.149639
3.620000,1.030959,0.804029,176.930868,724.744012
3.630000,1.030942,0.803605,176.905382,724.332810
3.640000,1.030923,0.803177,176.880064,723.916422
3.650000,1.030904,0.802745,176.854925,723.495247
3.660000,1.030884,0.802308,176.829972,723.069689
3.670000,1.030863,0.801869,176.805214,722.640160
3.680000,1.030841,0.801426,176.780655,722.207081
3.690000,1.030818,0.800981,176.756286,721.770869
3.700000,1.030794,0.800534,176.732082,721.331942
3.710000,1.030769,0.800085,176.708019,720.890728
3.720000,1.030743,0.799635,176.684095,720.447675
3.730000,1.030717,0.799184,176.660331,720.003252
3.740000,1.030690,0.798733,176.636746,719.557927
3.750000,1.030662,0.798282,176.613346,719.112168
3.760000,1.030633,0.797831,176.590136,718.666446
3.770000,1.030604,0.797382,176.567118,718.221236
3.780000,1.030575,0.796934,176.544296,717.777019
3.790000,1.030544,0.796488,176.521671,717.334276
3.800000,1.030513,0.796044,176.499246,716.893496
3.810000,1.030482,0.795604,176.477023,716.455167
3.820000,1.030450,0.795167,176.455003,716.019780
3.830000,1.030418,0.794734,176.433189,715.587829
3.840000,1.030386,0.794305,176.411584,715.159808
3.850000,1.030353,0.793881,176.390192,714.736210
3.860000,1.030320,0.793463,176.369015,714.317530
3.870000,1.030287,0.793050,176.348059,713.904260
3.880000,1.030253,0.792644,176.327328,713.496891
3.890000,1.030220,0.792245,176.306833,713.095908
3.900000,1.030186,0.791853,176.286594,712.701783
3.910000,1.030152,0.791469,176.266634,712.314982
3.920000,1.030119,0.791093,176.246968,711.935968
3.930000,1.030085,0.790725,176.227602,711.565208
3.940000,1.030051,0.790367,176.208533,711.203175
3.950000,1.030018,0.790019,176.189764,710.850331
3.960000,1.029985,0.789680,176.171306,710.507127
3.970000,1.029951,0.789352,176.153168,710.174004
3.980000,1.029918,0.789035,176.135366,709.851394
3.990000,1.029886,0.788729,176.117913,709.539714
4.000000,1.029854,0.788435,176.100826,709.239374
4.010000,1.029822,0.788152,176.084121,708.950767
4.020000,1.029790,0.787883,176.067816,708.674273
4.030000,1.029759,0.787626,176.051931,708.410261
4.040000,1.029729,0.787382,176.036486,708.159080
4.050000,1.029699,0.787152,176.021503,707.921067
4.060000,1.029669,0.786936,176.007001,707.696541
4.070000,1.029640,0.786733,175.993005,707.485805
4.080000,1.029612,0.786545,175.979537,707.289143
4.090000,1.029584,0.786372,175.966620,707.106820
4.100000,1.029558,0.786214,175.954279,706.939085
4.110000,1.029531,0.786071,175.942538,706.786166
4.120000,1.029506,0.785943,175.931421,706.648269
4.130000,1.029481,0.785830,175.920953,706.525582
4.140000,1.029458,0.785733,175.911159,706.418272
4.150000,1.029435,0.785652,175.902061,706.326484
4.160000,1.029413,0.785587,175.893684,706.250337
4.170000,1.029392,0.785538,175.886047,706.189935
4.180000,1.029371,0.785505,175.879174,706.145356
4.190000,1.029352,0.785488,175.873089,706.116659
4.200000,1.029334,0.785488,175.867815,706.103878
4.210000,1.029316,0.785503,175.863376,706.107028
4.220000,1.029300,0.785535,175.859794,706.126098
4.230000,1.029284,0.785582,175.857092,706.161056
4.240000,1.029270,0.785646,175.855292,706.211845
4.250000,1.029257,0.785726,175.854411,706.278388
4.260000,1.029244,0.785821,175.854468,706.360583
4.270000,1.029233,0.785932,175.855478,706.458308
4.280000,1.029223,0.786059,175.857458,706.571417
4.290000,1.029214,0.786201,175.860420,706.699742
4.300000,1.029206,0.786359,175.864375,706.843095
4.310000,1.029199,0.786531,175.869334,707.001266
4.320000,1.029193,0.786718,175.875305,707.174023
4.330000,1.029188,0.786919,175.882295,707.361117
4.340000,1.029184,0.787135,175.890307,707.562275
4.350000,1.029182,0.787365,175.899346,707.777207
4.360000,1.029180,0.787608,175.909410,708.005604
4.370000,1.029180,0.787864,175.920499,708.247139
4.380000,1.029180,0.788133,175.932610,708.501465
4.390000,1.029182,0.788415,175.945737,708.768221
4.400000,1.029185,0.788709,175.959872,709.047027
4.410000,1.029189,0.789014,175.975005,709.337489
4.420000,1.029193,0.789331,175.991122,709.639196
4.430000,1.029199,0.789658,176.008207,709.951724
4.440000,1.029206,0.789996,176.026243,710.274635
4.450000,1.029214,0.790344,176.045208,710.607479
4.460000,1.029222,0.790701,176.065082,710.949794
4.470000,1.029232,0.791067,176.085842,711.301107
4.480000,1.029243,0.791442,176.107464,711.660936
4.490000,1.029254,0.791824,176.129923,712.028790
4.500000,1.029266,0.792214,176.153193,712.404170
4.510000,1.029280,0.792611,176.177242,712.786566
4.520000,1.029294,0.793014,176.202041,713.175465
4.530000,1.029309,0.793423,176.227554,713.570344
4.540000,1.029324,0.793837,176.253746,713.970679
4.550000,1.029341,0.794256,176.280581,714.375938
4.560000,1.029358,0.794679,176.308019,714.785588
4.570000,1.029376,0.795106,176.336021,715.199092
4.580000,1.029395,0.795536,176.364544,715.615914
4.590000,1.029414,0.795968,176.393545,716.035513
4.600000,1.029434,0.796402,176.422981,716.457351
4.610000,1.029455,0.796838,176.452805,716.880891
4.620000,1.029476,0.797274,176.482971,717.305595
4.630000,1.029498,0.797711,176.513433,717.730929
4.640000,1.029520,0.798147,176.544141,718.156363
4.650000,1.029543,0.798583,176.575048,718.581369
4.660000,1.029567,0.799017,176.606103,719.005424
4.670000,1.029591,0.799449,176.637257,719.428010
4.680000,1.029615,0.799879,176.668460,719.848617
4.690000,1.029640,0.800306,176.699666,720.266735
4.700000,1.029665,0.800730,176.730834,720.681857
4.710000,1.029690,0.801150,176.761924,721.093483
4.720000,1.029716,0.801565,176.792890,721.501122
4.730000,1.029742,0.801975,176.823683,721.904297
4.740000,1.029768,0.802380,176.854243,722.302550
4.750000,1.029794,0.802779,176.884514,722.695433
4.760000,1.029821,0.803171,176.914443,723.082509
4.770000,1.029848,0.803557,176.943980,723.463347
4.780000,1.029875,0.803936,176.973076,723.837532
4.790000,1.029902,0.804307,177.001684,724.204655
4.800000,1.029929,0.804670,177.029757,724.564322
4.810000,1.029956,0.805024,177.057251,724.916151
4.820000,1.029984,0.805370,177.084121,725.259772
4.830000,1.030011,0.805706,177.110327,725.594827
4.840000,1.030038,0.806033,177.135826,725.920972
4.850000,1.030065,0.806350,177.160581,726.237876
4.860000,1.030092,0.806657,177.184553,726.545223
4.870000,1.030119,0.806954,177.207706,726.842709
4.880000,1.030146,0.807240,177.230007,727.130045
4.890000,1.030173,0.807515,177.251424,727.406954
4.900000,1.030199,0.807778,177.271925,727.673176
4.910000,1.030225,0.808030,177.291483,727.928464
4.920000,1.030251,0.808270,177.310070,728.172585
4.930000,1.030277,0.808498,177.327663,728.405320
4.940000,1.030303,0.808714,177.344237,728.626466
4.950000,1.030328,0.808918,177.359762,728.835826
4.960000,1.030353,0.809109,177.374202,729.033216
4.970000,1.030377,0.809287,177.387530,729.218471
4.980000,1.030401,0.809453,177.399729,729.391446
4.990000,1.030424,0.809605,177.410794,729.552013
5.000000,1.030448,0.809745,177.420727,729.700062
5.010000,1.030470,0.809871,177.429529,729.835495
5.020000,1.030492,0.809984,177.437200,729.958224
5.030000,1.030514,0.810084,177.443740,730.068174
5.040000,1.030535,0.810171,177.449152,730.165283
5.050000,1.030556,0.810244,177.453436,730.249506
5.060000,1.030576,0.810304,177.456599,730.320807
5.070000,1.030595,0.810350,177.458647,730.379165
5.080000,1.030614,0.810383,177.459587,730.424574
5.090000,1.030632,0.810403,177.459430,730.457040
5.100000,1.030650,0.810409,177.458187,730.476581
5.110000,1.030667,0.810402,177.455870,730.483230
5.120000,1.030683,0.810382,177.452496,730.477031
5.130000,1.030699,0.810349,177.448080,730.458042
5.140000,1.030713,0.810302,177.442640,730.426333
5.150000,1.030728,0.810243,177.436195,730.381985
5.160000,1.030741,0.810171,177.428767,730.325092
5.170000,1.030754,0.810086,177.420377,730.255762
5.180000,1.030766,0.809989,177.411050,730.174113
5.190000,1.030777,0.809879,177.400809,730.080274
5.200000,1.030787,0.809757,177.389682,729.974387
5.210000,1.030797,0.809623,177.377693,729.856605
5.220000,1.030806,0.809478,177.364872,729.727092
5.230000,1.030813,0.809320,177.351247,729.586022
5.240000,1.030821,0.809151,177.336847,729.433582
5.250000,1.030827,0.808971,177.321703,729.269968
5.260000,1.030832,0.808780,177.305845,729.095388
5.270000,1.030837,0.808578,177.289305,728.910058
5.280000,1.030841,0.808366,177.272114,728.714206
5.290000,1.030843,0.808143,177.254305,728.508069
5.300000,1.030845,0.807910,177.235910,728.291895
5.310000,1.030847,0.807668,177.216962,728.065941
5.320000,1.030847,0.807416,177.197494,727.830472
5.330000,1.030846,0.807155,177.177538,727.585763
5.340000,1.030845,0.806886,177.157128,727.332100
5.350000,1.030842,0.806608,177.136297,727.069775
5.360000,1.030839,0.806321,177.115076,726.799089
5.370000,1.030835,0.806027,177.093498,726.520353
5.380000,1.030830,0.805726,177.071597,726.233883
5.390000,1.030824,0.805417,177.049402,725.940006
5.400000,1.030817,0.805101,177.026947,725.639055
5.410000,1.030809,0.804779,177.004262,725.331370
5.420000,1.030801,0.804451,176.981377,725.017298
5.430000,1.030791,0.804117,176.958323,724.697193
5.440000,1.030781,0.803778,176.935129,724.371416
5.450000,1.030770,0.803434,176.911823,724.040334
5.460000,1.030758,0.803086,176.888434,723.704318
5.470000,1.030746,0.802733,176.864983,723.363743
5.480000,1.030732,0.802376,176.841483,723.018984
5.490000,1.030718,0.802016,176.817948,722.670424
5.500000,1.030703,0.801654,176.794394,722.318450
5.510000,1.030687,0.801288,176.770841,721.963458
5.520000,1.030670,0.800921,176.747318,721.605855
5.530000,1.030653,0.800551,176.723860,721.246049
5.540000,1.030635,0.800181,176.700495,720.884450
