k,WCSS,k_selected_by_max_chord
1,210.0,False
2,120.35594647105597,False
3,69.61858337306174,True
4,47.185249201830274,False
5,26.808203326076303,False
6,15.972928393833762,False
7,10.61494141156407,False
8,8.465537120225063,False
9,6.653448803145629,False
10,5.0198612364163235,False
