k,WCSS,k_selected_by_max_chord
1,250.0,False
2,129.21840932059456,False
3,72.68471220977236,True
4,51.58481521745779,False
5,33.561122296166126,False
6,25.348631210254556,False
7,20.100788513287203,False
8,16.934241413965086,False
9,12.675748232271873,False
10,9.40355362856212,False
