Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,91,0.26940822908477,0.358329647041716,1.0271776806318382
Mode 3,1.0312,-0.2558,7,0.1024628895165077,0.14752792058719755,0.40200324070672255
Mode 4,1.1211,-0.3373,26,0.19570022575654772,0.2210477904831315,0.814693902668806
Mode 7,1.4953,-0.7033,2,0.19780056045934824,0.19780056045934824,0.20879043400987898
