k,WCSS,k_selected_by_max_chord
1,560.0,False
2,345.6487355739071,False
3,209.80957175368584,False
4,126.63594375055145,True
5,85.77507721030668,False
6,68.31653968571787,False
7,54.84205567347288,False
8,46.01036617191066,False
9,39.45133750250157,False
10,35.205665591466385,False
