k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.5491239265507563,0.5491239265507563,False,False
3,0.5977833252864703,0.5395008177104151,False,False
4,0.6239100776380772,0.6120246370695949,False,True
5,0.6270790888349124,0.5584807825923546,True,False
6,0.6189401830527947,0.5182508899969447,False,False
7,0.5971868387123646,0.5414533784804473,False,False
8,0.6082443113679578,0.5490576599510762,False,False
9,0.5560032230909401,0.5683630054336863,False,False
10,0.5723996282014564,0.5861351392900795,False,False
