k,WCSS,k_selected_by_max_chord
1,109.99999999999999,False
2,71.70655332320753,False
3,45.298939413381014,False
4,26.729321426993426,False
5,14.161110638519173,True
6,8.103048074545438,False
7,4.435305697595167,False
8,3.362183944418612,False
9,2.550335397903897,False
10,1.8946906284534133,False
