k,WCSS,k_selected_by_max_chord
1,227.99999999999994,False
2,113.59707776618407,False
3,65.42777644868985,False
4,36.32140727275751,True
5,23.25251915434311,False
6,19.28628529001417,False
7,15.861285136200747,False
8,14.163695564327154,False
9,11.134615807621932,False
10,9.39912801137544,False
