k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.5942664954088804,0.5942664954088804,False,False
3,0.6686029144337858,0.6657118058118255,False,True
4,0.6907096004519573,0.5217314936758243,False,False
5,0.698630822466396,0.5671555566357268,True,False
6,0.5838824533369028,0.5562805939390226,False,False
7,0.5847041673456185,0.5704834575588512,False,False
8,0.5930997569907278,0.531087824814105,False,False
9,0.6065942114417289,0.5022324602792309,False,False
10,0.6114960982553622,0.5274726392021074,False,False
