k,WCSS,k_selected_by_max_chord
1,224.0,False
2,108.43115256733023,False
3,57.2939584306781,False
4,32.86576620742433,True
5,25.263880576506477,False
6,18.912839923971195,False
7,12.925265720997038,False
8,10.18056045259483,False
9,7.611116129910114,False
10,5.768877105034575,False
