Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,98,0.29016180026987504,0.3570288943662182,0.9610227912543372
Mode 4,1.1211,-0.3373,24,0.31324958549070536,0.3114261810407572,0.452190404980816
Mode 7,1.4953,-0.7033,3,0.5394743069243555,0.5868640109706089,0.7173175468408884
