k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.6280630489670143,0.4260698813205431,True,False
3,0.5824617982447131,0.5824617982447131,False,True
4,0.6140506151378468,0.5108587417869399,False,False
5,0.6066848813234187,0.4980077844662182,False,False
6,0.5341158607280523,0.5258355924291844,False,False
7,0.5382682476832201,0.49003554716617215,False,False
8,0.5011458524671975,0.5024682024202077,False,False
9,0.4973471490369291,0.4926951937365417,False,False
10,0.5130933688568239,0.5154203924597726,False,False
