k,Cost,k_selected_by_max_chord
1,109.69585596511054,False
2,63.56690888629204,False
3,41.408752371742054,False
4,30.105834460697352,True
5,23.403615166943453,False
6,20.694754135863917,False
7,18.466411396676364,False
8,16.846788389122537,False
9,15.360253471255707,False
10,13.8222246443866,False
