Gen,Signal,Method,R2,RMSE,Poles
g2,Voltage,Order 2,0.40798743678663196,1.3444169990162948e-05,1
g2,Voltage,Order 4,0.48665786623716345,1.2519067738132627e-05,3
g2,Voltage,Order 6,0.951209843108479,3.859531953989881e-06,3
g2,Voltage,Tau 1,0.40798743678663196,1.3444169990162948e-05,1
g2,Voltage,Tau 0.1,0.9894272029092803,1.7966500023766673e-06,4
g2,Voltage,Tau 0.01,0.8148122980905511,7.519251389675454e-06,7
g2,Current,Order 2,0.8627302449388433,6.342009490080835e-05,1
g2,Current,Order 4,-0.1306502153669915,0.00018201349670884197,1
g2,Current,Order 6,0.6891187265581835,9.544138638948952e-05,3
g2,Current,Tau 1,-7.147789941658962,0.0004886066462505592,3
g2,Current,Tau 0.1,-7.147789941658962,0.0004886066462505592,3
g2,Current,Tau 0.01,0.9976015378499252,8.383124052323626e-06,4
g2,Reactive Power,Order 2,0.944520723640927,0.019751353897612563,1
g2,Reactive Power,Order 4,-0.22449239609623017,0.09279178368704928,1
g2,Reactive Power,Order 6,0.9983842791128594,0.0033706576650096224,3
g2,Reactive Power,Tau 1,-28.212656971361294,0.453228285869888,2
g2,Reactive Power,Tau 0.1,-28.212656971361294,0.453228285869888,2
g2,Reactive Power,Tau 0.01,0.9984793660993515,0.0032699703207448544,4
g3,Voltage,Order 2,0.8829762797917844,5.128934990836015e-06,1
g3,Voltage,Order 4,0.9171674397824461,4.315099225216579e-06,2
g3,Voltage,Order 6,0.9498140229319438,3.358779054056799e-06,3
g3,Voltage,Tau 1,0.8829762797917844,5.128934990836015e-06,1
g3,Voltage,Tau 0.1,0.9635647693079092,2.861877274887517e-06,4
g3,Voltage,Tau 0.01,0.9922868338314482,1.3167598874158452e-06,7
g3,Current,Order 2,0.8246262867500797,6.468069884524176e-05,1
g3,Current,Order 4,0.8737683035921976,5.487526925202572e-05,2
g3,Current,Order 6,0.7071912113398868,8.357656329734047e-05,3
g3,Current,Tau 1,-0.2574345089988539,0.0001731949171219961,3
g3,Current,Tau 0.1,-0.2574345089988539,0.0001731949171219961,3
g3,Current,Tau 0.01,0.9996356275283425,2.948256292502249e-06,4
g3,Reactive Power,Order 2,0.8330579013936809,0.015345249987346855,1
g3,Reactive Power,Order 4,0.35364630806910446,0.030194382366533275,3
g3,Reactive Power,Order 6,0.9960116447868427,0.002371853980771158,3
g3,Reactive Power,Tau 1,-11.009615818753556,0.1301534219489012,1
g3,Reactive Power,Tau 0.1,0.9960116447868427,0.002371853980771158,3
g3,Reactive Power,Tau 0.01,-32.388852964173964,0.21701601447033672,6
g5,Voltage,Order 2,0.8422954650997371,6.544267927242462e-06,1
g5,Voltage,Order 4,0.8945003487468306,5.352596335193818e-06,2
g5,Voltage,Order 6,0.9804781766586653,2.3024975120690864e-06,3
g5,Voltage,Tau 1,0.8422954650997371,6.544267927242462e-06,1
g5,Voltage,Tau 0.1,0.8422954650997371,6.544267927242462e-06,1
g5,Voltage,Tau 0.01,0.964081619669179,3.1231824299461656e-06,5
g5,Current,Order 2,0.7313965075091955,7.427521909666841e-05,1
g5,Current,Order 4,0.8980842194133711,4.575186810158021e-05,2
g5,Current,Order 6,0.8559254480003412,5.439785221669499e-05,3
g5,Current,Tau 1,-12.877545203466363,0.0005338809680286819,3
g5,Current,Tau 0.1,-12.877545203466363,0.0005338809680286819,3
g5,Current,Tau 0.01,0.9462519966422739,3.322532836439263e-05,5
g5,Reactive Power,Order 2,0.7132221131441937,0.014302737033799477,1
g5,Reactive Power,Order 4,0.9405914356893854,0.006509848061434278,2
g5,Reactive Power,Order 6,0.9664359160772268,0.004893095847135799,3
g5,Reactive Power,Tau 1,0.7132221131441937,0.014302737033799477,1
g5,Reactive Power,Tau 0.1,0.9961168942979154,0.0016643165432308046,4
g5,Reactive Power,Tau 0.01,0.9996050661663771,0.0005307725987445192,5
g6,Voltage,Order 2,0.6686679673875224,1.7280440842716543e-05,1
g6,Voltage,Order 4,0.9434631795941857,7.138201371737082e-06,2
g6,Voltage,Order 6,0.9938316752510945,2.357798680839182e-06,3
g6,Voltage,Tau 1,0.9938316752510945,2.357798680839182e-06,3
g6,Voltage,Tau 0.1,0.2231034980885328,2.6460904672920684e-05,4
g6,Voltage,Tau 0.01,0.9982931321410762,1.2402894668867714e-06,4
g6,Current,Order 2,-6.694839620560256,0.0004747536066626085,1
g6,Current,Order 4,0.9117861220242124,5.083197030124453e-05,2
g6,Current,Order 6,0.8391022571712194,6.865046168344504e-05,3
g6,Current,Tau 1,-8.834257168445028,0.0005367094807451478,3
g6,Current,Tau 0.1,-8.834257168445028,0.0005367094807451478,3
g6,Current,Tau 0.01,-21.976690312091556,0.0008203746308221637,3
g6,Reactive Power,Order 2,0.920512793694419,0.04014680140903439,1
g6,Reactive Power,Order 4,0.9663673826791845,0.026114557179023255,2
g6,Reactive Power,Order 6,0.997544435983308,0.007056315057904143,3
g6,Reactive Power,Tau 1,0.9663673826791845,0.026114557179023255,2
g6,Reactive Power,Tau 0.1,0.9663673826791845,0.026114557179023255,2
g6,Reactive Power,Tau 0.01,0.9051191709950279,0.043862316906169194,3
g7,Voltage,Order 2,0.07451977596160786,1.770953133307245e-05,1
g7,Voltage,Order 4,0.8905463611844169,6.090298778176524e-06,2
g7,Voltage,Order 6,0.9452770505852809,4.306339296582615e-06,3
g7,Voltage,Tau 1,0.9452770505852809,4.306339296582615e-06,3
g7,Voltage,Tau 0.1,0.9452770505852809,4.306339296582615e-06,3
g7,Voltage,Tau 0.01,0.9930766947113339,1.5317230149207677e-06,6
g7,Current,Order 2,0.8145543438388474,6.412595831384272e-05,1
g7,Current,Order 4,0.9216851481687101,4.167231249840348e-05,2
g7,Current,Order 6,0.8972608548827385,4.7730228087776794e-05,3
g7,Current,Tau 1,-9.26024071742188,0.0004769845487111411,2
g7,Current,Tau 0.1,-9.26024071742188,0.0004769845487111411,2
g7,Current,Tau 0.01,-62.79102614372719,0.0011893380957810917,4
g7,Reactive Power,Order 2,0.47133622889948446,0.023130332777138968,1
g7,Reactive Power,Order 4,0.8587362482809572,0.011956593774396075,2
g7,Reactive Power,Order 6,0.4566332860921063,0.023449771838291434,3
g7,Reactive Power,Tau 1,0.4566332860921063,0.023449771838291434,3
g7,Reactive Power,Tau 0.1,0.5594506455144511,0.02111491759545697,4
g7,Reactive Power,Tau 0.01,0.8953807049740149,0.010289588357742028,5
