Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,41,0.2680415052641036,0.30524859722782505,0.6484637885406848
Mode 3,1.0312,-0.2558,5,0.07693365525998505,0.09401006553632744,0.16399832821245316
Mode 4,1.1211,-0.3373,8,0.1759593287054494,0.17464855579813507,0.194499293662941
