k,WCSS,k_selected_by_max_chord
1,247.9999999999999,False
2,136.63439109422538,False
3,84.79643295728414,False
4,53.586565045678455,True
5,36.19665927972511,False
6,25.47583197934641,False
7,19.12692723291474,False
8,15.973075081762753,False
9,13.603653967682217,False
10,10.390663593450169,False
